"b0","b1","b2","b3","b4","b5","b6","b7"
-0.02115713988664202,-0.07341080345665627,-0.14297067086365295,0.09019977119250105,-0.06586223752932187,-0.02613450043347535,-0.061848067635659455,-0.1731593004915303
-0.027991548546144468,-0.07763665775105344,-0.1500071197486159,0.09598360794753782,-0.07469251717174402,-0.02742403660589363,-0.06596825625122854,-0.19695686835674858
-0.03140412131018815,-0.07898369603509763,-0.15240349478913207,0.09790813906076536,-0.07871665795345978,-0.027900325180919453,-0.06761358125747709,-0.20795098970261958
-0.0021929284763747728,-0.02751999702323661,-0.057931760201536134,0.02882534063661037,-0.019770597663035048,-0.011327890521452551,-0.023983311863724526,-0.05062576697075679
-0.0021929284763747728,-0.02751999702323661,-0.057931760201536134,0.02882534063661037,-0.019770597663035048,-0.011327890521452551,-0.023983311863724526,-0.05062576697075679
